frame,NOSE.X,NOSE.Y,NOSE.Z,LEFT_EYE_INNER.X,LEFT_EYE_INNER.Y,LEFT_EYE_INNER.Z,LEFT_EYE.X,LEFT_EYE.Y,LEFT_EYE.Z,LEFT_EYE_OUTER.X,LEFT_EYE_OUTER.Y,LEFT_EYE_OUTER.Z,RIGHT_EYE_INNER.X,RIGHT_EYE_INNER.Y,RIGHT_EYE_INNER.Z,RIGHT_EYE.X,RIGHT_EYE.Y,RIGHT_EYE.Z,RIGHT_EYE_OUTER.X,RIGHT_EYE_OUTER.Y,RIGHT_EYE_OUTER.Z,LEFT_EAR.X,LEFT_EAR.Y,LEFT_EAR.Z,RIGHT_EAR.X,RIGHT_EAR.Y,RIGHT_EAR.Z,MOUTH_LEFT.X,MOUTH_LEFT.Y,MOUTH_LEFT.Z,MOUTH_RIGHT.X,MOUTH_RIGHT.Y,MOUTH_RIGHT.Z,LEFT_SHOULDER.X,LEFT_SHOULDER.Y,LEFT_SHOULDER.Z,RIGHT_SHOULDER.X,RIGHT_SHOULDER.Y,RIGHT_SHOULDER.Z,LEFT_ELBOW.X,LEFT_ELBOW.Y,LEFT_ELBOW.Z,RIGHT_ELBOW.X,RIGHT_ELBOW.Y,RIGHT_ELBOW.Z,LEFT_WRIST.X,LEFT_WRIST.Y,LEFT_WRIST.Z,RIGHT_WRIST.X,RIGHT_WRIST.Y,RIGHT_WRIST.Z,LEFT_PINKY.X,LEFT_PINKY.Y,LEFT_PINKY.Z,RIGHT_PINKY.X,RIGHT_PINKY.Y,RIGHT_PINKY.Z,LEFT_INDEX.X,LEFT_INDEX.Y,LEFT_INDEX.Z,RIGHT_INDEX.X,RIGHT_INDEX.Y,RIGHT_INDEX.Z,LEFT_THUMB.X,LEFT_THUMB.Y,LEFT_THUMB.Z,RIGHT_THUMB.X,RIGHT_THUMB.Y,RIGHT_THUMB.Z,LEFT_HIP.X,LEFT_HIP.Y,LEFT_HIP.Z,RIGHT_HIP.X,RIGHT_HIP.Y,RIGHT_HIP.Z,LEFT_KNEE.X,LEFT_KNEE.Y,LEFT_KNEE.Z,RIGHT_KNEE.X,RIGHT_KNEE.Y,RIGHT_KNEE.Z,LEFT_ANKLE.X,LEFT_ANKLE.Y,LEFT_ANKLE.Z,RIGHT_ANKLE.X,RIGHT_ANKLE.Y,RIGHT_ANKLE.Z,LEFT_HEEL.X,LEFT_HEEL.Y,LEFT_HEEL.Z,RIGHT_HEEL.X,RIGHT_HEEL.Y,RIGHT_HEEL.Z,LEFT_FOOT_INDEX.X,LEFT_FOOT_INDEX.Y,LEFT_FOOT_INDEX.Z,RIGHT_FOOT_INDEX.X,RIGHT_FOOT_INDEX.Y,RIGHT_FOOT_INDEX.Z
1,0.6122899055480957,0.24931342899799347,-0.13624368607997894,0.6193115711212158,0.23340919613838196,-0.11643683910369873,0.6187978386878967,0.23301294445991516,-0.11636336892843246,0.6181848645210266,0.23252525925636292,-0.11641184985637665,0.6248998641967773,0.23363833129405975,-0.15206588804721832,0.6290196180343628,0.2332950085401535,-0.1520060896873474,0.6331473588943481,0.23310518264770508,-0.15202471613883972,0.6323444247245789,0.23665206134319305,0.0025357576087117195,0.6521506905555725,0.2384578436613083,-0.16396215558052063,0.6158503890037537,0.26373291015625,-0.08730019629001617,0.6236616373062134,0.26393643021583557,-0.13553982973098755,0.6275445818901062,0.32716134190559387,0.13913637399673462,0.6965455412864685,0.316998690366745,-0.18636184930801392,0.6070191860198975,0.42578738927841187,0.2446436583995819,0.7200084328651428,0.41680771112442017,-0.3068092167377472,0.5601311922073364,0.44555938243865967,0.11205444484949112,0.6451007723808289,0.4619196355342865,-0.44569534063339233,0.5483879446983337,0.4503045678138733,0.10147824138402939,0.6257042288780212,0.4853820204734802,-0.48586520552635193,0.5402320027351379,0.438834011554718,0.058704398572444916,0.6169458031654358,0.46759873628616333,-0.4874454438686371,0.5470123887062073,0.43854501843452454,0.09047414362430573,0.6238032579421997,0.4601523280143738,-0.4431784749031067,0.6312505006790161,0.5530423521995544,0.0989314466714859,0.6691097617149353,0.5488282442092896,-0.09850974380970001,0.6394788026809692,0.7029641270637512,0.24595907330513,0.6903715133666992,0.7034788727760315,-0.09259214997291565,0.646360456943512,0.8191194534301758,0.4672446846961975,0.725291907787323,0.8290857672691345,0.03339181840419769,0.6595260500907898,0.8428904414176941,0.4842759668827057,0.7338719964027405,0.8466703295707703,0.04190126806497574,0.6019405126571655,0.857476532459259,0.41953912377357483,0.7225724458694458,0.8927610516548157,-0.06258347630500793
2,0.6088109612464905,0.24646815657615662,-0.14753910899162292,0.6152008175849915,0.23134703934192657,-0.12591692805290222,0.6149045825004578,0.2309863418340683,-0.1258161962032318,0.6144991517066956,0.230538472533226,-0.12580229341983795,0.6206122636795044,0.23179394006729126,-0.1630069613456726,0.6247330904006958,0.23161475360393524,-0.16296982765197754,0.6288739442825317,0.23160582780838013,-0.16301119327545166,0.6299695372581482,0.2355947047472,-0.005014799535274506,0.6495933532714844,0.2383575737476349,-0.17795579135417938,0.6154991984367371,0.26122263073921204,-0.09808087348937988,0.6230456233024597,0.2617368996143341,-0.14797425270080566,0.6271240711212158,0.326461523771286,0.14509686827659607,0.690640926361084,0.3178434371948242,-0.2037518471479416,0.5975441336631775,0.4167419970035553,0.3266940116882324,0.7231406569480896,0.4125317633152008,-0.33683955669403076,0.54454106092453,0.4336245656013489,0.27819153666496277,0.6475504636764526,0.4581456482410431,-0.4724584221839905,0.5326662063598633,0.43560677766799927,0.28520867228507996,0.6279719471931458,0.4826548993587494,-0.5082653164863586,0.5241330862045288,0.42351505160331726,0.23997671902179718,0.6184041500091553,0.46340471506118774,-0.5053993463516235,0.529804527759552,0.4250010848045349,0.25847986340522766,0.6252671480178833,0.4563097655773163,-0.46806859970092773,0.6298195123672485,0.5529171824455261,0.10407867282629013,0.6648619771003723,0.5496938824653625,-0.10377460718154907,0.6402905583381653,0.7018473148345947,0.25709328055381775,0.6895857453346252,0.7077733874320984,-0.0629064217209816,0.6488848924636841,0.8217067718505859,0.503640353679657,0.7251099944114685,0.8294366002082825,0.139827698469162,0.6615341901779175,0.8464034199714661,0.5231079459190369,0.7332209944725037,0.8460131287574768,0.156094491481781,0.6051958799362183,0.8571656942367554,0.4610860347747803,0.7229489684104919,0.8913212418556213,0.0513639859855175
3,0.6023589372634888,0.24678584933280945,-0.16593407094478607,0.6096233129501343,0.23192757368087769,-0.14424718916416168,0.6094117760658264,0.23182879388332367,-0.1441630870103836,0.609089732170105,0.23163732886314392,-0.14417412877082825,0.6148648858070374,0.23182082176208496,-0.18249784409999847,0.6190807223320007,0.23143218457698822,-0.18248216807842255,0.6233052611351013,0.23122940957546234,-0.1825384646654129,0.6259360909461975,0.2372276932001114,-0.022758297622203827,0.645442008972168,0.23828944563865662,-0.19914527237415314,0.6088682413101196,0.2622925639152527,-0.11604102700948715,0.616845965385437,0.2620061933994293,-0.166941300034523,0.6236629486083984,0.32588544487953186,0.12500640749931335,0.688560426235199,0.3210598826408386,-0.2055981457233429,0.590631365776062,0.41214436292648315,0.3421408236026764,0.7224366664886475,0.4214259088039398,-0.36561766266822815,0.5316272974014282,0.41147035360336304,0.3554551601409912,0.6451677083969116,0.45874840021133423,-0.5112336277961731,0.5195003747940063,0.408140629529953,0.3700346052646637,0.6248812675476074,0.4816802144050598,-0.5489455461502075,0.5120717883110046,0.39086177945137024,0.3308776021003723,0.615868330001831,0.4595445692539215,-0.545021653175354,0.5168855786323547,0.39413636922836304,0.33949121832847595,0.6225637197494507,0.45273253321647644,-0.5067024230957031,0.6289600133895874,0.5577257871627808,0.10204295068979263,0.6613060832023621,0.5554136037826538,-0.1017550379037857,0.6380093693733215,0.7037785053253174,0.2781452536582947,0.6896905899047852,0.7099207043647766,-0.03522494062781334,0.6472609043121338,0.8180132508277893,0.5602017641067505,0.7228606343269348,0.8285625576972961,0.2533918023109436,0.6606968641281128,0.8413035273551941,0.5839303135871887,0.7296175360679626,0.8456858396530151,0.2758476138114929,0.6048673391342163,0.8537095785140991,0.5251118540763855,0.7201225161552429,0.88671875,0.19103100895881653
4,0.5991814732551575,0.2487618774175644,-0.1656806766986847,0.6058773994445801,0.233938530087471,-0.14347465336322784,0.605647623538971,0.23409272730350494,-0.14346380531787872,0.605304479598999,0.23415912687778473,-0.1435309648513794,0.6109228730201721,0.2328869253396988,-0.18025633692741394,0.6149145364761353,0.2320895940065384,-0.1802653968334198,0.618893563747406,0.23147174715995789,-0.18033140897750854,0.6219601631164551,0.2393696904182434,-0.021072840318083763,0.6402859091758728,0.23760339617729187,-0.19284330308437347,0.6050317883491516,0.2645615041255951,-0.11548067629337311,0.6127591133117676,0.26301148533821106,-0.16420498490333557,0.620693027973175,0.32753488421440125,0.125076025724411,0.6878226399421692,0.3199363946914673,-0.2081133872270584,0.5866562724113464,0.4113856554031372,0.3154682219028473,0.7204589247703552,0.41917499899864197,-0.35033732652664185,0.5253528356552124,0.4037018120288849,0.29624924063682556,0.6428961157798767,0.46145525574684143,-0.4965904653072357,0.5133980512619019,0.3990381360054016,0.3003547489643097,0.6228659749031067,0.4853155314922333,-0.5384422540664673,0.5067652463912964,0.38010987639427185,0.26299768686294556,0.6125411987304688,0.4638487696647644,-0.5359700918197632,0.5110666751861572,0.38331249356269836,0.27923068404197693,0.619490385055542,0.4565369784832001,-0.49326127767562866,0.623624861240387,0.5616742968559265,0.10302282869815826,0.6597080230712891,0.5579016208648682,-0.10264195501804352,0.6345456838607788,0.7081051468849182,0.26701974868774414,0.6860429644584656,0.7108328938484192,-0.04269047826528549,0.6465370655059814,0.8220179080963135,0.522051215171814,0.7227190136909485,0.8313394784927368,0.15566006302833557,0.6610390543937683,0.8465148210525513,0.5422290563583374,0.7311301231384277,0.8491528034210205,0.16932237148284912,0.6029510498046875,0.8565275073051453,0.48140376806259155,0.7204035520553589,0.8896709084510803,0.07318772375583649
5,0.5994070768356323,0.24853397905826569,-0.15680870413780212,0.6048587560653687,0.23510806262493134,-0.1392078399658203,0.6047354936599731,0.2357826828956604,-0.13857394456863403,0.6045006513595581,0.23636120557785034,-0.13818295300006866,0.6093192100524902,0.23257102072238922,-0.1662776619195938,0.6129173636436462,0.2312358170747757,-0.16635113954544067,0.6165034174919128,0.2300836741924286,-0.16644079983234406,0.6202914714813232,0.24214522540569305,-0.006067401263862848,0.6363775730133057,0.2357836365699768,-0.17683875560760498,0.6052240133285522,0.2652082145214081,-0.11088110506534576,0.6122778654098511,0.26176944375038147,-0.15468116104602814,0.6215311288833618,0.32992711663246155,0.13526728749275208,0.6849715709686279,0.3194034993648529,-0.1973554939031601,0.5877140760421753,0.4052836000919342,0.36879849433898926,0.7174001336097717,0.42452162504196167,-0.31031662225723267,0.5282692909240723,0.3875618875026703,0.40080714225769043,0.6398319005966187,0.4655951261520386,-0.44240060448646545,0.5162062048912048,0.37952277064323425,0.4107716977596283,0.6196157336235046,0.48807647824287415,-0.4788236618041992,0.5106626152992249,0.36177995800971985,0.37751027941703796,0.6106168031692505,0.4678841531276703,-0.4781460762023926,0.5137362480163574,0.3657070994377136,0.3863120675086975,0.6178257465362549,0.46058836579322815,-0.43974214792251587,0.623609721660614,0.5599983334541321,0.10256274044513702,0.6566489934921265,0.5547645092010498,-0.10215409845113754,0.6373574733734131,0.7062524557113647,0.24181656539440155,0.6837738156318665,0.7122462391853333,-0.04832368344068527,0.6503154635429382,0.8218975067138672,0.4895685315132141,0.7257962822914124,0.8295949697494507,0.15246540307998657,0.6645383834838867,0.8452409505844116,0.5090131163597107,0.7350738644599915,0.8441885709762573,0.16751572489738464,0.6097599864006042,0.8590294718742371,0.4440635144710541,0.7232235074043274,0.8923993706703186,0.07647950947284698
6,0.596168041229248,0.25015291571617126,-0.1448553204536438,0.6022074818611145,0.23628775775432587,-0.12601639330387115,0.6021683216094971,0.23685698211193085,-0.12528249621391296,0.6020144820213318,0.23735542595386505,-0.12474362552165985,0.6065701246261597,0.23398201167583466,-0.15385505557060242,0.6101945042610168,0.2327091097831726,-0.15393897891044617,0.6138092875480652,0.23160596191883087,-0.15409033000469208,0.6185044050216675,0.24249225854873657,0.0038540929090231657,0.6338973641395569,0.23677216470241547,-0.17072314023971558,0.6021813154220581,0.2661930322647095,-0.1080356016755104,0.609001636505127,0.2631339430809021,-0.14838138222694397,0.6208799481391907,0.32848772406578064,0.13834519684314728,0.681789219379425,0.3189347982406616,-0.18851952254772186,0.5873180627822876,0.40159183740615845,0.3480684459209442,0.7143548727035522,0.42258787155151367,-0.3105609118938446,0.5266153812408447,0.3766934275627136,0.3479510545730591,0.6358651518821716,0.46647414565086365,-0.45875558257102966,0.5138671398162842,0.3672734200954437,0.3482893109321594,0.6154686808586121,0.4900951683521271,-0.5009766221046448,0.508541464805603,0.34911537170410156,0.3152572512626648,0.6052283644676208,0.47060057520866394,-0.5029053688049316,0.5116066932678223,0.35378462076187134,0.33188921213150024,0.6128138303756714,0.46304062008857727,-0.4582343101501465,0.6210364699363708,0.5601990818977356,0.10318031162023544,0.652553379535675,0.5556510090827942,-0.10272153466939926,0.6332547664642334,0.7078741192817688,0.22359910607337952,0.6786734461784363,0.7112708687782288,-0.06779713928699493,0.6480492949485779,0.8254150748252869,0.45071443915367126,0.7261248230934143,0.8293997645378113,0.09860990941524506,0.6630352139472961,0.8495172262191772,0.467855840921402,0.737654983997345,0.8443602323532104,0.10929520428180695,0.6055842041969299,0.861192524433136,0.4055292010307312,0.7203606367111206,0.8911855220794678,0.011997640132904053
7,0.5956634283065796,0.25060540437698364,-0.13090640306472778,0.6019715666770935,0.23636628687381744,-0.11024291813373566,0.6020657420158386,0.2368922233581543,-0.10988390445709229,0.6020323038101196,0.23747247457504272,-0.10965673625469208,0.6059939861297607,0.23445510864257812,-0.1442725956439972,0.6095608472824097,0.23335771262645721,-0.14431707561016083,0.6130975484848022,0.232441246509552,-0.14442841708660126,0.6185904741287231,0.24283744394779205,0.005925408564507961,0.6331005096435547,0.23798829317092896,-0.16777369379997253,0.6018781661987305,0.2664066553115845,-0.0903937816619873,0.6084069609642029,0.2640639543533325,-0.13637807965278625,0.6216779351234436,0.329414039850235,0.14191527664661407,0.6788051724433899,0.31972745060920715,-0.19315050542354584,0.5883153676986694,0.40122613310813904,0.39427995681762695,0.7136281728744507,0.4256131947040558,-0.3516322374343872,0.532835841178894,0.3735922873020172,0.4862630367279053,0.6355975270271301,0.4663819372653961,-0.492375910282135,0.5204595327377319,0.36228877305984497,0.508274495601654,0.6152921915054321,0.48848050832748413,-0.5266596674919128,0.5128509402275085,0.34607669711112976,0.4787749648094177,0.6054431200027466,0.4698413610458374,-0.5249472856521606,0.5183950066566467,0.3513365089893341,0.47503146529197693,0.6129450798034668,0.4625898599624634,-0.49016547203063965,0.6216922998428345,0.560674250125885,0.10345581918954849,0.6530039310455322,0.5561811923980713,-0.10301920026540756,0.6351324915885925,0.708760142326355,0.22891393303871155,0.6786877512931824,0.7121244072914124,-0.06892533600330353,0.6495524048805237,0.8264931440353394,0.45588159561157227,0.7268813848495483,0.8332685232162476,0.08798517286777496,0.6641019582748413,0.8504066467285156,0.4731721878051758,0.7385830283164978,0.8493840098381042,0.09777919203042984,0.6090614795684814,0.8616501092910767,0.40874066948890686,0.7199815511703491,0.8940331339836121,0.003291844855993986
8,0.5941328406333923,0.25147759914398193,-0.13146013021469116,0.6005935668945312,0.23697493970394135,-0.11040882021188736,0.6008217334747314,0.23742446303367615,-0.11018650233745575,0.6009423732757568,0.2378617376089096,-0.11009212583303452,0.6043285131454468,0.23513038456439972,-0.14650359749794006,0.6078602075576782,0.2339783012866974,-0.14651980996131897,0.6113627552986145,0.23299257457256317,-0.14661100506782532,0.617767333984375,0.24319563806056976,0.004817322827875614,0.6312512159347534,0.23836681246757507,-0.16947433352470398,0.6005210876464844,0.26725834608078003,-0.08687338978052139,0.6067720651626587,0.2648535668849945,-0.1356704831123352,0.6214052438735962,0.32914477586746216,0.14219146966934204,0.6764872074127197,0.3215089440345764,-0.19351866841316223,0.5898505449295044,0.40034350752830505,0.37809693813323975,0.7099380493164062,0.42934027314186096,-0.34393197298049927,0.5352784395217896,0.36745139956474304,0.4349471926689148,0.632683277130127,0.466109961271286,-0.4870372414588928,0.5231418013572693,0.35588935017585754,0.4448380470275879,0.611349880695343,0.48790600895881653,-0.52099609375,0.5136982202529907,0.33804064989089966,0.4145143926143646,0.6031481027603149,0.46888935565948486,-0.5206135511398315,0.5207425355911255,0.3431969881057739,0.42198872566223145,0.6104705333709717,0.46177932620048523,-0.48275333642959595,0.6223411560058594,0.5611146092414856,0.1028822511434555,0.6525697112083435,0.5567923784255981,-0.10245823860168457,0.6349203586578369,0.7087092995643616,0.2268534153699875,0.6802148222923279,0.7121109366416931,-0.06731662154197693,0.648438572883606,0.8260504603385925,0.45753854513168335,0.7268351912498474,0.8333472609519958,0.10817752778530121,0.6633502840995789,0.8499788641929626,0.4749392569065094,0.7378726005554199,0.8498526215553284,0.11897493898868561,0.6082618236541748,0.8611236810684204,0.4077542722225189,0.7195778489112854,0.8937337398529053,0.02238498441874981
9,0.593951404094696,0.25180789828300476,-0.1343696415424347,0.6007030010223389,0.237167626619339,-0.11292771995067596,0.6009573936462402,0.23752698302268982,-0.1127583384513855,0.6011087894439697,0.23785056173801422,-0.11271040141582489,0.6044571995735168,0.23551946878433228,-0.14994947612285614,0.6080448031425476,0.23440848290920258,-0.14995403587818146,0.6116045713424683,0.23345652222633362,-0.150028258562088,0.6181856393814087,0.24329319596290588,0.0019397787982597947,0.6317992806434631,0.2389114648103714,-0.17393159866333008,0.6004092693328857,0.26772600412368774,-0.08827680349349976,0.6066433787345886,0.26551371812820435,-0.13853463530540466,0.6215063333511353,0.32921257615089417,0.14182482659816742,0.6766703724861145,0.32321232557296753,-0.1990978717803955,0.5947974920272827,0.40173277258872986,0.37562865018844604,0.7117390632629395,0.4325316250324249,-0.33994099497795105,0.5397774577140808,0.3697323799133301,0.4309655725955963,0.6339784264564514,0.46727243065834045,-0.4774204194545746,0.5281422138214111,0.3578279912471771,0.4422439634799957,0.6121641397476196,0.48802459239959717,-0.5149332880973816,0.5212537050247192,0.3397316336631775,0.4111812710762024,0.6045011878013611,0.4682122766971588,-0.514988124370575,0.5251305103302002,0.3450929522514343,0.4180142879486084,0.6118359565734863,0.4613892138004303,-0.4752999246120453,0.6225411891937256,0.561552107334137,0.10412821918725967,0.6525722742080688,0.5575170516967773,-0.10368454456329346,0.6347902417182922,0.7087993025779724,0.2421489655971527,0.6795473098754883,0.7128990292549133,-0.06223315745592117,0.6480806469917297,0.8249414563179016,0.4820219576358795,0.7269045114517212,0.8338480591773987,0.10456161201000214,0.6629858613014221,0.8487032055854797,0.5003206133842468,0.7386175990104675,0.8505638241767883,0.11548513174057007,0.6082006692886353,0.8599136471748352,0.4369300901889801,0.7192877531051636,0.8932260870933533,0.02361311763525009
10,0.5946700572967529,0.2520986795425415,-0.12333204597234726,0.6013795137405396,0.23754191398620605,-0.10248144716024399,0.601658821105957,0.23785752058029175,-0.10231517255306244,0.6018325686454773,0.23812732100486755,-0.10225699096918106,0.605012059211731,0.23600146174430847,-0.13927003741264343,0.6085110902786255,0.23493224382400513,-0.1392683982849121,0.6119848489761353,0.23402760922908783,-0.1393434703350067,0.6186338067054749,0.24367567896842957,0.009067399427294731,0.6316699385643005,0.23973612487316132,-0.16551944613456726,0.6009621620178223,0.26804399490356445,-0.07836718112230301,0.6070249080657959,0.2659566402435303,-0.12835609912872314,0.62200528383255,0.3292708694934845,0.14551100134849548,0.6756172180175781,0.32425811886787415,-0.1924564689397812,0.5972201228141785,0.40192312002182007,0.3686597943305969,0.7134363055229187,0.43240833282470703,-0.32648399472236633,0.5420936346054077,0.36990833282470703,0.41118183732032776,0.6362714171409607,0.4683258831501007,-0.45928359031677246,0.5303518176078796,0.35799646377563477,0.41942113637924194,0.6149480938911438,0.48890548944473267,-0.49735432863235474,0.5244808793067932,0.3403721749782562,0.38846784830093384,0.6068899035453796,0.46885111927986145,-0.49823179841041565,0.5273768901824951,0.34569117426872253,0.3976408541202545,0.6143195033073425,0.4621120095252991,-0.4580988883972168,0.6227943897247314,0.5606741309165955,0.10509492456912994,0.6520223021507263,0.5566739439964294,-0.10466019064188004,0.6347286701202393,0.7082674503326416,0.23034486174583435,0.6781197786331177,0.7118624448776245,-0.07152817398309708,0.6470986008644104,0.8246517181396484,0.45116719603538513,0.7270366549491882,0.832653284072876,0.07636633515357971,0.6614459156990051,0.8486387133598328,0.4673287868499756,0.7394900321960449,0.8492063879966736,0.08548585325479507,0.6068103313446045,0.8598677515983582,0.40118607878685,0.7193636894226074,0.8926705718040466,-0.007605115417391062
